year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_nm,torque_max_rpm,engine_power_estimated,car_age,log_selling_price,brand
2005,93000,120000,Petrol,Individual,Manual,Third Owner,19.369999999999997,1248,81.86,5,153.0,2000.0,39.271127866792334,15,11.440365524765756,Maruti
2017,860000,28000,Petrol,Individual,Manual,First Owner,17.8,1497,117.3,5,145.0,4600.0,69.85024609906796,3,13.664688831019712,Honda
2018,650000,50000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,190.0,2000.0,39.794742905016236,2,13.384729180332174,Maruti
2016,710000,40000,Diesel,Individual,Manual,First Owner,24.8,1396,88.7,5,219.7,1750.0,40.26337836422662,4,13.47302165746721,Hyundai
2017,430000,113000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5,215.0,1750.0,39.40203162634831,3,12.971542813248437,Ford
2011,305000,188000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,5,190.0,2000.0,39.794742905016236,9,12.628070334272698,Maruti
2011,220000,100000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,5,160.0,2000.0,33.51136244632946,9,12.301387370778713,Ford
2017,660000,67000,Diesel,Individual,Manual,Second Owner,18.49,1493,100.0,7,240.0,1600.0,40.21363493559535,3,13.399996629152975,Mahindra
2011,140000,70000,Diesel,Individual,Manual,Fourth & Above Owner,25.44,936,57.6,5,150.0,1750.0,27.489789506754633,9,11.849404844423074,Chevrolet
2015,1100000,50000,Petrol,Individual,Manual,First Owner,14.28,1798,138.03,5,173.0,4000.0,72.46832129018746,5,13.910821646859095,Toyota
2013,2450000,60000,Diesel,Individual,Automatic,First Owner,16.36,2179,187.7,5,450.0,2000.0,94.2507068803016,7,14.711598990684092,Jaguar
2017,625000,34000,Diesel,Individual,Automatic,First Owner,22.0,1498,108.495,5,250.0,1500.0,39.271127866792334,3,13.345508528717259,Volkswagen
2004,198000,110000,Petrol,Individual,Manual,Third Owner,12.8,1493,100.0,5,128.46711499999998,4600.0,61.88592826473975,16,12.19602736016897,Honda
2001,60000,71000,Petrol,Individual,Manual,Second Owner,19.369999999999997,1248,81.86,5,153.0,2000.0,39.271127866792334,19,11.002116507732017,Hyundai
2012,540000,100000,Petrol,Individual,Manual,Second Owner,16.8,1497,116.3,5,146.0,4800.0,73.38988375746152,8,13.199326270390594,Honda
2017,550000,10000,Petrol,Individual,Automatic,First Owner,18.9,1197,81.86,5,113.75,4000.0,47.6489684783747,3,13.217675375388819,Hyundai
2018,475000,30000,Petrol,Individual,Manual,First Owner,21.63,998,67.04,5,90.0,3500.0,32.98774740810556,2,13.07107218827772,Maruti
2017,2825000,22000,Diesel,Dealer,Automatic,First Owner,15.73,1968,174.33,5,380.0,1750.0,69.6408000837784,3,14.854019276544916,Audi
2020,2125000,5500,Diesel,Dealer,Manual,First Owner,26.8,1597,118.0,5,300.0,2000.0,62.833804586867736,0,14.56928283092878,Honda
2018,3350000,18000,Diesel,Dealer,Automatic,First Owner,19.62,1998,190.0,5,400.0,1750.0,73.30610535134569,2,15.024471202308668,BMW
2018,1800000,20000,Diesel,Dealer,Automatic,First Owner,11.36,2755,171.5,8,360.0,1200.0,45.24033930254477,2,14.403297778421795,Toyota
2018,540000,7000,Petrol,Dealer,Manual,First Owner,20.3,1086,68.0,5,99.0,4500.0,46.65409990574929,2,13.199326270390594,Hyundai
2018,910000,20000,Diesel,Dealer,Manual,First Owner,17.0,2596,80.8,5,230.0,1800.0,43.35532516493874,2,13.721200977393528,Force
2019,484999,4875,Petrol,Dealer,Manual,First Owner,21.63,998,67.04,5,90.0,3500.0,32.98774740810556,1,13.091904169919621,Maruti
2020,1950000,2700,Diesel,Dealer,Automatic,First Owner,17.01,1582,126.2,5,259.9,1900.0,51.71326840506859,0,14.48334044336031,Hyundai
2015,365000,105000,Diesel,Dealer,Manual,First Owner,25.83,1498,99.0,5,215.0,1750.0,39.40203162634831,5,12.807655372286902,Ford
2018,900000,26235,Diesel,Dealer,Manual,First Owner,16.55,2498,105.0,6,247.0,1800.0,46.55984919886899,2,13.710151153416941,Mahindra
2017,919999,26766,Diesel,Dealer,Manual,First Owner,21.5,1497,108.5,5,260.0,1500.0,40.841972981464025,3,13.732128949025222,Tata
2020,1900000,1600,Petrol,Dealer,Automatic,First Owner,13.96,1451,141.0,5,250.0,1600.0,41.88920305791182,0,14.45736497045232,MG
2018,2950000,46000,Diesel,Dealer,Manual,First Owner,15.8,2148,170.0,5,42.0,2000.0,8.796732642161484,2,14.897316067298997,Mercedes-Benz
2019,1075000,23000,Diesel,Dealer,Manual,First Owner,17.3,1497,121.0,7,300.0,1750.0,54.979579013509266,1,13.887832149776026,Mahindra
2017,600000,24522,Petrol,Dealer,Manual,First Owner,20.4,1197,81.8,5,113.0,4200.0,49.70153942821238,3,13.304686600863562,Maruti
2017,3200000,13663,Diesel,Dealer,Automatic,First Owner,22.69,1995,190.0,5,400.0,1750.0,73.30610535134569,3,14.978661680269907,BMW
2019,2600000,11000,Diesel,Dealer,Automatic,First Owner,19.3,1968,141.0,5,320.0,1750.0,58.64488428107655,1,14.77102238760702,Skoda
2016,839000,63000,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,5,200.0,1750.0,36.653052675672846,4,13.639967177343745,Maruti
2019,635000,2000,Petrol,Dealer,Manual,First Owner,16.2,1199,74.0,5,110.0,3000.0,34.55859252277725,1,13.361381852676738,Volkswagen
2014,550000,300000,Diesel,Individual,Manual,Third Owner,12.05,2179,120.0,8,290.0,1800.0,54.66540999057493,6,13.217675375388819,Mahindra
2011,180000,190000,Diesel,Individual,Manual,Third Owner,19.2,1461,65.0,5,16.0,2000.0,3.351136244632946,9,12.100717685412471,Mahindra
2015,650000,80000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,5,200.0,1750.0,36.653052675672846,5,13.384729180332174,Honda
2015,265000,54000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,90.0,3500.0,32.98774740810556,5,12.487488878546145,Maruti
2019,395000,5000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,7,101.0,3000.0,31.731071316368205,1,12.886643575525625,Maruti
2015,700000,58945,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7,240.0,1600.0,40.21363493559535,5,13.45883704259595,Mahindra
2012,300000,90000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,5,160.0,2000.0,33.51136244632946,8,12.611541086966115,Ford
2013,625000,160000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,7,200.0,1750.0,36.653052675672846,7,13.345508528717259,Maruti
2014,425000,80000,Diesel,Individual,Manual,Second Owner,15.11,1598,103.6,5,250.0,1500.0,39.271127866792334,6,12.959846800844963,Volkswagen
2004,55000,50000,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,4,59.0,2500.0,15.446643627604985,16,10.915106645867503,Maruti
2015,459999,156975,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,9,195.0,1440.0,29.4062205466541,5,13.038981768465277,Mahindra
2017,1594000,5000,Diesel,Individual,Manual,First Owner,21.43,1364,86.79,5,205.0,1800.0,38.64278982092366,3,14.281757765684672,Toyota
2014,300000,50000,Petrol,Individual,Manual,First Owner,18.2,1199,82.4,5,108.5,5000.0,56.81223164729291,6,12.611541086966115,Chevrolet
2013,484999,120000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,9,290.0,1800.0,54.66540999057493,7,13.091904169919621,Mahindra
2009,161000,120000,Diesel,Individual,Manual,Third Owner,14.0,2498,112.0,8,260.0,1800.0,49.01036757775683,11,11.989165855127435,Mahindra
2015,500000,58000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5,114.73,4000.0,48.059482668342234,5,13.122365377402328,Hyundai
2012,350000,50000,Petrol,Individual,Manual,First Owner,16.95,1498,97.7,5,134.0,4000.0,56.13153209760184,8,12.765691290604371,Nissan
2017,550000,40000,Petrol,Individual,Automatic,First Owner,20.89,1197,81.8,5,113.0,4200.0,49.70153942821238,3,13.217675375388819,Maruti
2018,850000,7800,Petrol,Individual,Manual,First Owner,17.5,1199,88.7,5,110.0,4800.0,55.29374803644361,2,13.652992804936396,Honda
2016,240000,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,69.0,3500.0,25.290606346214265,4,12.388398368982115,Maruti
2011,950000,68000,Diesel,Individual,Manual,First Owner,13.1,2499,141.0,7,330.0,1800.0,62.205466540999055,9,13.76421831620775,Ford
2015,423000,60000,Petrol,Individual,Manual,Second Owner,16.02,1373,93.7,7,130.0,4000.0,54.45596397528537,5,12.955129822091815,Maruti
2005,90000,74000,Petrol,Individual,Manual,Second Owner,12.8,1396,85.0,5,12.0,3500.0,4.398366321080742,15,11.407576060361786,Tata
2011,350000,58000,Diesel,Individual,Manual,Second Owner,13.93,2179,138.1,7,320.0,1700.0,56.96931615876008,9,12.765691290604371,Tata
2011,170000,70000,Petrol,Individual,Manual,Third Owner,19.0,998,66.1,5,90.0,3500.0,32.98774740810556,9,12.04355959836804,Maruti
2015,450000,70000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5,112.0,4000.0,46.915907424861246,5,13.017005083966255,Ford
2002,75000,80000,Petrol,Individual,Manual,Third Owner,19.369999999999997,1248,81.86,5,153.0,2000.0,39.271127866792334,18,11.225256725762893,Hyundai
2016,511000,80000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,219.7,1500.0,34.5114671693371,4,13.144126826131089,Hyundai
2018,250000,110000,Diesel,Individual,Manual,First Owner,25.0,1396,69.0,5,140.0,1800.0,26.390197926484447,2,12.429220196836383,Tata
2020,420000,25000,Petrol,Individual,Manual,First Owner,21.63,998,67.04,5,90.0,3500.0,32.98774740810556,0,12.948012371209098,Maruti
2014,180000,55000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,69.0,3500.0,25.290606346214265,6,12.100717685412471,Maruti
2015,400000,25000,Diesel,Individual,Manual,First Owner,27.62,793,47.0,5,125.0,2000.0,26.18075191119489,5,12.899222326086994,Maruti
2016,500000,143200,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5,215.0,1750.0,39.40203162634831,4,13.122365377402328,Ford
2017,1689999,60000,Diesel,Individual,Manual,First Owner,17.1,1956,170.0,5,350.0,1750.0,64.14284218242749,3,14.340239086899256,Jeep
2012,204999,120000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5,160.0,2000.0,33.51136244632946,8,12.230765258120545,Nissan
2014,459999,145000,Diesel,Individual,Manual,Second Owner,26.21,1248,88.5,5,200.0,1750.0,36.653052675672846,6,13.038981768465277,Maruti
2019,585000,8000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,113.75,4000.0,47.6489684783747,1,13.279368835614243,Hyundai
2012,551000,170000,Diesel,Individual,Manual,First Owner,13.1,2499,141.0,7,330.0,1800.0,62.205466540999055,8,13.219491903015438,Ford
2013,525000,100000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5,190.0,2000.0,39.794742905016236,7,13.171155446333852,Maruti
2012,160000,62000,Petrol,Individual,Manual,First Owner,14.0,796,35.0,5,59.820564999999995,3000.0,18.793768457430094,8,11.982935344196433,Maruti
2014,825000,110000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,330.0,1600.0,55.29374803644361,6,13.623139877437296,Mahindra
2007,127000,137000,CNG,Individual,Manual,First Owner,19.369999999999997,1248,81.86,5,153.0,2000.0,39.271127866792334,13,11.751950239425476,Hyundai
2015,600000,80000,Diesel,Individual,Manual,Second Owner,13.58,2499,72.4,9,171.0,1800.0,32.23374175306315,5,13.304686600863562,Chevrolet
2002,65000,80000,Petrol,Individual,Manual,Second Owner,17.3,993,60.0,5,78.0,4500.0,36.757775683317625,18,11.082157933374816,Maruti
2013,550000,100000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5,190.0,2000.0,39.794742905016236,7,13.217675375388819,Maruti
2015,650000,120000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,9,180.0,1440.0,27.144203581526863,5,13.384729180332174,Mahindra
2019,750000,24000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,190.0,2000.0,39.794742905016236,1,13.527829818844937,Maruti
2017,380000,80000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6,190.0,1750.0,34.8204000418892,3,12.847929163278053,Mahindra
2012,400000,138000,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5,259.8,1900.0,51.69337103361609,8,12.899222326086994,Hyundai
2003,50000,147000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998,67.1,5,90.0,3500.0,32.98774740810556,17,10.819798284210286,Maruti
2017,750000,60000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7,240.0,1600.0,40.21363493559535,3,13.527829818844937,Mahindra
2011,150000,80000,Petrol,Individual,Manual,First Owner,18.0,995,62.0,5,90.3,4200.0,39.71724787935909,9,11.918397239722838,Chevrolet
2013,260000,189000,Diesel,Individual,Manual,First Owner,21.02,1248,88.76,5,200.0,1750.0,36.653052675672846,7,12.468440756144114,Tata
2014,411000,90000,Diesel,Individual,Automatic,Second Owner,21.21,1498,103.2,5,250.0,1500.0,39.271127866792334,6,12.926350926565435,Volkswagen
2014,450000,56000,Diesel,Individual,Manual,First Owner,21.9,1396,88.76,5,219.6,1750.0,40.24505183788878,6,13.017005083966255,Hyundai
2012,1300000,140000,Diesel,Individual,Automatic,Second Owner,18.88,1995,184.0,5,380.0,1750.0,69.6408000837784,8,14.077875591662238,BMW
2016,351000,60000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,90.0,3500.0,32.98774740810556,4,12.768544351446794,Maruti
2012,550000,130000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,330.0,1600.0,55.29374803644361,8,13.217675375388819,Mahindra
2013,1300000,140000,Diesel,Individual,Automatic,Second Owner,18.88,1995,184.0,5,380.0,1750.0,69.6408000837784,7,14.077875591662238,BMW
2015,800000,35000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,5,200.0,1900.0,39.794742905016236,5,13.592368256649284,Nissan
2011,350000,156000,Diesel,Individual,Manual,First Owner,11.57,2179,138.1,7,320.0,1700.0,56.96931615876008,9,12.765691290604371,Tata
2013,200000,90000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,69.0,3500.0,25.290606346214265,7,12.206077645517674,Maruti
2008,150000,60000,Diesel,Individual,Manual,Third Owner,17.0,1405,70.0,5,13.5,2500.0,3.5344015080113103,12,11.918397239722838,Tata
2016,800000,36000,Diesel,Individual,Manual,First Owner,19.01,1461,108.5,5,248.0,2250.0,58.43543826578699,4,13.592368256649284,Nissan
2011,350000,160000,Diesel,Individual,Manual,First Owner,13.93,2179,138.0,7,320.0,1700.0,56.96931615876008,9,12.765691290604371,Tata
2006,250000,185000,Diesel,Individual,Manual,First Owner,12.7,2609,116.6,9,28.3,1700.0,5.038223897790345,14,12.429220196836383,Mahindra
2010,170000,110000,Diesel,Individual,Manual,Second Owner,17.0,1405,71.0,5,135.0,2500.0,35.3440150801131,10,12.04355959836804,Tata
2018,395000,10800,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,72.0,4386.0,33.07068803016023,2,12.886643575525625,Renault
2019,500000,15000,Petrol,Individual,Manual,First Owner,20.89,1197,81.8,5,113.0,4200.0,49.70153942821238,1,13.122365377402328,Maruti
2012,200000,67500,Diesel,Individual,Manual,First Owner,12.2,1948,68.0,10,115.0,2500.0,30.107864697874124,8,12.206077645517674,Tata
2017,1200000,30000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,7,400.0,1750.0,73.30610535134569,3,13.997832948091215,Tata
2016,400000,50000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6,190.0,1750.0,34.8204000418892,4,12.899222326086994,Mahindra
2016,650000,100000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7,240.0,1600.0,40.21363493559535,4,13.384729180332174,Mahindra
2016,550000,150000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,9,180.0,1440.0,27.144203581526863,4,13.217675375388819,Mahindra
2012,254999,30000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,69.0,3500.0,25.290606346214265,8,12.449018824140563,Maruti
2011,180000,60000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,62.0,3000.0,19.478479421929,9,12.100717685412471,Maruti
2010,160000,255000,Diesel,Individual,Manual,Second Owner,13.0,2489,95.0,8,220.0,1400.0,32.2546863545921,10,11.982935344196433,Mahindra
2008,225000,120000,Diesel,Individual,Manual,Second Owner,16.52,1991,123.7,5,305.0,2000.0,63.88103466331553,12,12.323860125621126,Chevrolet
2015,270000,49900,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,69.0,3500.0,25.290606346214265,5,12.506180941677357,Maruti
2015,225000,71850,Petrol,Individual,Manual,First Owner,20.63,1198,67.0,5,104.0,4000.0,43.5647711802283,5,12.323860125621126,Datsun
2015,300000,95000,Diesel,Individual,Manual,Third Owner,21.2,1248,75.0,5,197.0,1750.0,36.10325688553775,5,12.611541086966115,Fiat
2008,250000,70000,Petrol,Individual,Manual,Fourth & Above Owner,17.5,1298,85.8,5,114.0,4000.0,47.75369148601948,12,12.429220196836383,Maruti
2011,180000,35000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,74.5,4000.0,31.20745627814431,9,12.100717685412471,Hyundai
2015,550000,50000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,5,115.0,4000.0,48.1725835165986,5,13.217675375388819,Maruti
2007,300000,120000,Diesel,Individual,Manual,Third Owner,13.6,2523,63.0,7,180.0,1440.0,27.144203581526863,13,12.611541086966115,Mahindra
2015,900000,145000,Diesel,Individual,Manual,First Owner,22.7,1582,126.2,5,259.88,1900.0,51.709288930778094,5,13.710151153416941,Hyundai
2018,1530000,40000,Diesel,Individual,Manual,First Owner,16.0,2179,138.0,7,330.0,1600.0,55.29374803644361,2,14.240778946963175,Mahindra
2015,590000,110000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5,190.0,2000.0,39.794742905016236,5,13.28787951079572,Maruti
2008,170000,112000,LPG,Individual,Manual,Second Owner,17.3,1061,57.5,5,7.8,4500.0,3.6757775683317626,12,12.04355959836804,Maruti
2017,2600000,70000,Diesel,Individual,Automatic,First Owner,20.38,1968,143.0,5,320.0,1750.0,58.64488428107655,3,14.77102238760702,Audi
2016,475000,110000,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,5,190.0,2000.0,39.794742905016236,4,13.07107218827772,Maruti
2018,700000,29000,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,5,190.24,1750.0,34.86438370510001,2,13.45883704259595,Hyundai
2002,100000,120000,Petrol,Individual,Manual,Fourth & Above Owner,19.369999999999997,1248,81.86,5,153.0,2000.0,39.271127866792334,18,11.51293546492023,Hyundai
2012,440000,120000,Diesel,Individual,Automatic,Third Owner,11.79,2179,120.0,8,290.0,1800.0,54.66540999057493,8,12.994532278619134,Mahindra
2012,725000,159000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,7,20.4,1400.0,2.990889098334904,8,13.493928313146206,Toyota
2012,325000,110000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7,195.0,1400.0,28.58938108702482,8,12.691583538230217,Mahindra
2010,170000,75000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,62.0,3000.0,19.478479421929,10,12.04355959836804,Maruti
2010,215000,120000,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9,5,190.0,2000.0,39.794742905016236,10,12.278397958261774,Maruti
2010,350000,110000,Petrol,Individual,Manual,Third Owner,17.0,1497,118.0,5,146.0,4800.0,73.38988375746152,10,12.765691290604371,Honda
2009,80000,80000,Petrol,Individual,Manual,Fourth & Above Owner,18.0,995,62.0,5,90.3,4200.0,39.71724787935909,11,11.289794413577894,Chevrolet
2011,280000,85000,Diesel,Individual,Manual,First Owner,19.369999999999997,1248,81.86,5,153.0,2000.0,39.271127866792334,9,12.54254845357358,Maruti
2014,335000,71000,Diesel,Dealer,Manual,First Owner,21.64,1461,84.8,5,200.0,2000.0,41.88920305791182,6,12.721888795877375,Nissan
2011,475000,108000,Diesel,Dealer,Manual,First Owner,16.0,2179,140.0,7,330.0,1600.0,55.29374803644361,9,13.07107218827772,Mahindra
2015,484999,75000,Diesel,Dealer,Manual,First Owner,19.87,1461,83.8,5,200.0,1750.0,36.653052675672846,5,13.091904169919621,Renault
2018,650000,22000,Petrol,Individual,Manual,Second Owner,21.56,1462,103.25,5,138.0,4400.0,63.58781024191015,2,13.384729180332174,Maruti
2014,1850000,76131,Diesel,Individual,Automatic,First Owner,13.22,2967,241.4,5,580.0,1400.0,85.035082207561,6,14.430696737594902,Audi
2018,700000,30000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5,114.7,4000.0,48.04691590742486,2,13.45883704259595,Hyundai
2014,3000000,65000,Diesel,Individual,Automatic,First Owner,12.07,2967,241.4,7,550.0,1750.0,100.79589485810033,6,14.914123179965662,Audi
2018,900000,60000,Diesel,Individual,Manual,First Owner,15.4,2523,75.0,7,200.0,1400.0,29.322442140538275,2,13.710151153416941,Mahindra
2013,350000,80000,Diesel,Individual,Manual,First Owner,22.07,1199,73.9,5,180.0,2000.0,37.70028275212064,7,12.765691290604371,Volkswagen
2005,285000,80000,Petrol,Individual,Automatic,Second Owner,9.0,2997,218.0,5,196.0,5000.0,102.62854749188396,15,12.560247968016562,Honda
2012,1850000,70000,Diesel,Individual,Automatic,First Owner,12.07,2967,241.4,7,550.0,1750.0,100.79589485810033,8,14.430696737594902,Audi
2017,750000,51777,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,5,200.0,1750.0,36.653052675672846,3,13.527829818844937,Maruti
2013,1650000,64788,Diesel,Dealer,Automatic,First Owner,0.0,2179,115.0,5,400.0,2000.0,39.271127866792334,7,14.316286451937186,Land Rover
2018,600000,20000,Petrol,Individual,Manual,First Owner,19.5,1199,88.76,5,110.0,4800.0,55.29374803644361,2,13.304686600863562,Honda
2018,565000,19000,Petrol,Individual,Manual,First Owner,18.78,999,75.0,5,95.0,3000.0,29.846057178762173,2,13.244582780038517,Volkswagen
2000,86000,46951,Petrol,Individual,Manual,First Owner,18.5,796,53.0,5,71.0,3500.0,26.02366739972772,20,11.362114203075018,Daewoo
2016,329000,19000,Petrol,Individual,Manual,First Owner,20.63,1198,67.0,5,104.0,4000.0,43.5647711802283,4,12.703816069256568,Datsun
2016,650000,50000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,5,205.0,1750.0,37.569378992564666,4,13.384729180332174,Ford
2015,822000,60000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5,259.9,1900.0,51.71326840506859,5,13.619496890582589,Hyundai
2013,345000,100000,Diesel,Individual,Manual,Second Owner,19.01,1461,108.45,5,248.0,2250.0,58.43543826578699,7,12.75130259456002,Renault
2001,30000,10000,Petrol,Individual,Manual,First Owner,17.3,993,60.0,5,78.0,4500.0,36.757775683317625,19,10.308985993422082,Maruti
2012,330000,50000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5,190.0,2000.0,39.794742905016236,8,12.706850963741102,Maruti
2014,300000,74537,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,5,90.0,3500.0,32.98774740810556,6,12.611541086966115,Maruti
2009,200000,90000,Petrol,Individual,Automatic,Second Owner,12.6,1586,103.3,5,145.0,4100.0,62.257828044821444,11,12.206077645517674,Maruti
2010,90000,70000,Petrol,Individual,Manual,Second Owner,18.0,995,62.0,5,90.3,4200.0,39.71724787935909,10,11.407576060361786,Chevrolet
2010,200000,80000,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,5,84.0,3500.0,30.78856424756519,10,12.206077645517674,Maruti
2016,550000,35000,Diesel,Individual,Manual,First Owner,24.4,1120,71.0,5,180.4,1750.0,33.061053513456905,4,13.217675375388819,Hyundai
2015,250000,23500,Petrol,Individual,Manual,First Owner,18.6,1199,76.8,5,106.5,4400.0,49.073201382343704,5,12.429220196836383,Chevrolet
2017,975000,82000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,5,200.0,1750.0,36.653052675672846,3,13.790193775620484,Honda
2014,900000,100000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,8,200.0,1200.0,25.133521834747093,6,13.710151153416941,Toyota
2018,610000,15000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,114.7,4000.0,48.04691590742486,2,13.321215875492413,Hyundai
2017,620000,30000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5,190.0,2000.0,39.794742905016236,3,13.3374763699232,Maruti
2016,400000,30000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5,114.0,4000.0,47.75369148601948,4,12.899222326086994,Hyundai
2019,500000,11000,Petrol,Individual,Manual,First Owner,21.63,998,67.0,5,90.0,3500.0,32.98774740810556,1,13.122365377402328,Maruti
2017,200000,140000,Petrol,Individual,Manual,First Owner,19.02,1198,67.05,7,104.0,4000.0,43.5647711802283,3,12.206077645517674,Datsun
2012,252000,48000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,90.0,3500.0,32.98774740810556,8,12.437188334739655,Maruti
2012,280000,70000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5,190.0,2000.0,39.794742905016236,8,12.54254845357358,Maruti
2018,509999,70000,Petrol,Individual,Manual,Second Owner,22.0,1197,81.8,5,113.0,4200.0,49.70153942821238,2,13.142166004700508,Maruti
2016,1050000,58000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,7,280.0,1800.0,52.780395852968894,4,13.864301674514206,Mahindra
2010,200000,40000,LPG,Individual,Manual,Fourth & Above Owner,17.3,1061,57.5,5,7.8,4500.0,3.6757775683317626,10,12.206077645517674,Maruti
2010,320000,40000,Diesel,Individual,Manual,Second Owner,14.0,2498,112.0,7,260.0,1800.0,49.01036757775683,10,12.676079399771027,Mahindra
2013,520000,110000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,9,290.0,1800.0,54.66540999057493,7,13.161586013632684,Mahindra
2007,250000,80000,Diesel,Individual,Manual,Second Owner,11.57,2179,138.1,7,320.0,1700.0,56.96931615876008,13,12.429220196836383,Tata
2017,725000,60000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,200.0,1750.0,36.653052675672846,3,13.493928313146206,Maruti
2011,235000,100000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5,190.0,2000.0,39.794742905016236,9,12.367345048436391,Maruti
2012,350000,52000,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9,5,190.0,2000.0,39.794742905016236,8,12.765691290604371,Maruti
2010,131000,80000,Petrol,Individual,Manual,Third Owner,19.81,1086,68.05,5,99.04,4500.0,46.672950047125354,10,11.782960235741939,Hyundai
2016,450000,85000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5,200.0,1750.0,36.653052675672846,4,13.017005083966255,Honda
2016,750000,83000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,200.0,1750.0,36.653052675672846,4,13.527829818844937,Maruti
2009,125000,120000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,1061,67.0,5,84.0,3500.0,30.78856424756519,11,11.736077016252437,Maruti
2014,500000,100000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,195.0,1400.0,28.58938108702482,6,13.122365377402328,Mahindra
2012,380000,70000,Diesel,Individual,Manual,Third Owner,22.9,1248,74.0,5,190.0,2000.0,39.794742905016236,8,12.847929163278053,Maruti
2008,128000,19000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,62.0,3000.0,19.478479421929,12,11.759793355371237,Maruti
